place_id,name,address,latitude,longitude,rating,user_ratings_total,price_level,all_types,search_type,area,business_status,photos,all_search_types,regional_types,primary_cuisine,specific_types,popularity_score,formatted_address,formatted_phone_number,website,opening_hours_text,detail_types,specific_type_1,specific_type_2,specific_type_3
ChIJi-yPlFVZwokRsZ53xoCapQg,Omakase by korami,"400 W 50th St, New York",40.7635424,-73.9892846,4.8,540,0,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKM_HWEqH9zRX1HOqHYaAF9GoDdzhBdpX7C1DlH3Ak2lhIdCJ6A7RHL46o_2RLrXcoLPg9VBEfvHpTEZMS01gWi0LOsK1dGozrW-IYc7-wfNYd2TU9RTSESySO6WaFpeCimAtjGu28_sC9-34-t9kmAMyC1dBWicXniiNLsvB6X7P817uU45iHvuBWqob6UD83VC4dAZCKdITXNwKuzCMJwnOP92zFpEDPJpqMPMl15b6uBzyTqb8gJR54fA1bzMPRed_lghf4w3NqsJ9ZpuHrbP29Fhn69SmG1o9evVloshPOg5QI'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,2592,,,,,,sushi_restaurant,,
ChIJAW-8oGVZwokR7qplivJwXvQ,TOWA,"36 W 26th St, New York",40.7442413,-73.9906129,4.7,240,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIJwRs__ZJAmryDW6EctOHgaynGBpCR8QBXTcefp8pH1LBmmKO9xlc6mCLpphLACUzg1i7DA7AACaHXx5kamz4X5iZfP58vob-Y6QdawDNtWJD2ydSNzrvoANU4-pXiDZPAnU9DdRqvBaMvhglbcsbJMhw6hXqTc65aF_I-owLoLwsTLaVvqmrh7z9njrJS5JbE_68ACRGVxK1-wF_0gDjnVSD0E-2sehLMkVK-3Ce-gAozJbEZfDopyj72xtwxmez2JpxDyEX9PaXbKu9beD_Yw1xAG5TLkz3y98QIJN5jk32r8t4'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,1128,,,,,,,,
ChIJQWyoqwZZwokRbsy5pIm3LRg,WOKUNI,"327 Lexington Ave, New York",40.749296,-73.977447,4.5,1136,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJnOSuy8PNidwQgnE0QW7JWUh3lJ2FkwNYBw4C6T8DpalCWcSLD66ZHmuirpUIHFAf762JPKiGmlgR0nzp5PHDNefJh69UsRA2LzWURDCnZ5un4-fXW8pXADNkk_LTVU6PkRjbiqFNMSETiQIDV-CQ9RwRPOW_q1UmGqCiukiofCuVfnwUqO6FlQSqPxhbL4eiQ9ltiGPH1xJNeZndrpylr0wVVk7o1fuE9PSIPiJI3bvIOOL1OoXB6iE0IvYXaSH-boQAFfUqDysqk1WyZl9sdlVAav9fsEfR_aRR13EDMf1cSp64'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,4500,"327 Lexington Ave, New York, NY 10016, USA",(212) 447-1212,http://www.wokuninyc.com/,"[""Monday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20098:45\u202fPM"", ""Tuesday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20098:45\u202fPM"", ""Wednesday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20098:45\u202fPM"", ""Thursday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20098:45\u202fPM"", ""Friday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20099:45\u202fPM"", ""Saturday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20099:45\u202fPM"", ""Sunday: 11:30\u202fAM\u2009\u2013\u20092:45\u202fPM, 5:00\u2009\u2013\u20098:45\u202fPM""]","[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,,
ChIJEb9X4P9YwokRQHgAN_yR_58,Sen Sakana,"28 W 44th St, New York",40.7550329,-73.981663,4.4,898,3,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJCp0RpuA-_9W3qbTCd7p-oRarFj7JLHQl88tJzpSk249lMJXis2WF52a3kjgDFKPFyCUH7kVcrDP4Y7OROC30S9WSsjfXzrhJtKEOH1XemktoiqrD338Hd5bfGSHEliwOCebglA58OF_ffDWGzSFjHgjr_XpXntl0mZErp06SwGBjNSPOKgP5tIdjvy9-2FWLN8lkrz_86kq_UQxve5CwIScJ-T5nSSq59Xq-pXZiDSSbH4Fvu-xcq0XeA9Y_YX-M8yw7TxRprgVLGKW7lL4qPBhmzgxnOrEba0swXJxU8bFbM4aw'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,3951.2,,,,,,sushi_restaurant,,
ChIJSVkuev5YwokRxnzx9D9JB5c,Katsu-Hama,"11 E 47th St, New York",40.7564028,-73.9776361,4.3,1571,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcImJ0XoUfvx-O08F9gxdV_Apjbg_2bqyLFqBEk36pDDu36qgwcxV9feOdDwWFq2CctPaKbPs8hZT1ppPUq2KoKb3smfqUXQJcq_30lU1nID17LJ7uzH30pBbzYIZIoo1H0hm6oCjv0zZ8TX-lXJUaic_WiX1duRUr-SHJMONW2SfQl3hTVOVagbiUYvzMFM1SlfHa1fBwRWdxqizBUTaSCOZxOE7eO18pW2bGIC8Pj00bQeG_ufJV9oqGO0sgNIHx5Bbb5yWOvhUCKD3hpmKiYIsd_hNtIf29rZglB6gNeIBJxREzs'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,4300,,,,,,,,
ChIJ99ryy6tZwokRUawWuQwr04Q,Fushimi Times Square,"311 W 43rd St, New York",40.7584564,-73.9900329,4.6,460,2,"[""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIHc5FNvgTjyu6H1w_sorHpkZjpKen57jvkLcH5gO_wViMvD4z6_3lUIn91muNItiOAx_WM3VsDUfMmg1okyE1NQ6ti3VIzv4CX79XEW2GDCy9TH-OTG99F92RlcTozuWN7KRUPrZ5QMtd_k8j_2mZk3a3JzSCinlYQQzcJd2qL135O1ZIZ2SX2DCagiWJVRcXkSGOdAe84vAX6M9CTIj6cOOCDiVEpxUIFUeMoyrwqXNTSNmJ0Vpi8xFauygUQERaYVujGasufRWllnRbzbpskhxFAW7A2SG4v3dd447X5uo85CU0'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,2116,,,,,,sushi_restaurant,,
ChIJ3aiOZQRZwokRyTh5pEHCyXY,Tempura Matsui,"222 E 39th St, New York",40.748296,-73.9749063,4.8,337,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIcB-iJ_JIvbCrxEkg9Qn5TZr9LwPkOCEVz8pyTnJI3ZTIalAQp_H-r8mAEP57N4ttXTjNEX4iECh6WEp3N24md0XcO9fBeuLGRWANMmy4U1PvKGjGGk-BO9DE_JkNO1dbBbQs1gDMcQm9ljPs-VzSga7VWKaw91dyRo3Vam8updYjohpOgsOLGa3U-VMa5FedSoz3A52zTuH9PH49sGo9LgtTMfKAflb77_e9wLA5h1nDP39G_zNZrYYgY0JjOdMC5-W7IQrMlelryauNvSnLxTm6pScJIg2SzdCfZPkxaWYOiV4g'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,1617.6,,,,,,,,
ChIJucFsVwFZwokRDgJNUSyXpQE,Momosan Ramen & Sake,"342 Lexington Ave, New York",40.7498921,-73.9773594,4.5,2931,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKi29qmvbq2rfdBtLcCKz4pQAnCtNlSYDQo4NlSsj39UKAqh41hKASqZxZov5kQ4A_Klznfk_8addm-ws1LOggQhALcZuirAPBMfo7NYewHgDheBrgUJj3jbjCCilKonPS7rFEZRlIEIgw0WdoqY5rRLrtmzfgM5Hprl_225XJqozJruPDesKJgHgKS6riCve3dULTZkK5bKTgJCQp0anNoRyFNaNeW78eaqOTHVfMx1R1-tP524a0WKQ8gF9zC6eGn5aAo3z3X6rFL2wuuO68g7nMAXstZlej2IY8jKO4VMNRiPtM'],"[""indonesian_restaurant"", ""ramen_restaurant"", ""japanese_restaurant""]","japanese_restaurant, indonesian_restaurant",japanese_restaurant,ramen_restaurant,4500,"342 Lexington Ave, New York, NY 10016, USA",(646) 201-5529,http://momosanramen.com/,"[""Monday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM"", ""Friday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 11:30\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM""]","[""restaurant"", ""point_of_interest"", ""food"", ""establishment""]",ramen_restaurant,,
ChIJTSiRczxZwokRYUKhMIGZ1cA,Sushi & Co,"980 6th Ave, New York",40.7511256,-73.9865746,4.7,1094,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIgcwvTeORHAxGWTKKOHfqu2vUYoqdfJ28cfHhI9lvFocxK5-Je-dBV8XfaxkaFoUVsnebEgAZb3ykBQBIIr6DxRqMjlyTipWYfSDIIfzAoBa801wj11bOGMGloS34TZwXKk_KYG9wDvPAv2_QYyp1jEPCfBKtcKaTPcak6tj_xdqsdP5SRPlugt_ZHcz8OP0DJn-g2HZy4bQcvKT05Hfn4qoMifshvK-JKQiGszEnsomgWfy7tOUy6ltXgblOvEgpowN7TpNbmYrDaaK-UF9CuUHi69aVgGIVh1NGi3nDw5JbJe2s'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,4700,"980 6th Ave, New York, NY 10018, USA",(646) 755-8151,http://www.sushinco.com/,"[""Monday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 11:45\u202fAM\u2009\u2013\u20099:00\u202fPM""]","[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,,
ChIJI1KV9adZwokRfH-PbjxTx40,Kame,"330 8th Ave, New York",40.7474878,-73.996649,4.7,1698,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcLuE4y0d9U_hrpoeCn8H75Ye5R_3vlDuyT9MX4NrVLme1abNT3btidwBFoZk5F0zkSCXn6vETJ1abeCuckg5fU8rGY0SxbZzgw634ju1tUFK5fwov8se9k-u1j-WUbX0Dr7qs3vZ2l3C5nlx0EGNOt7RWONnXFtYX8KdpAMwI2WJsvRQzEYrM5dc97mO35d4Pz6G0LAhlKaxtNj7JvaXEvybezI7u8WCAtXemZgG8701B4Yxm9coDH7-ZRxeOQMM6DiK4cBZx-3muDiFLqGfEmahPiZoQDv1SOv9XC4y3Faw4t8uCE'],"[""ramen_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,ramen_restaurant,4700,"330 8th Ave, New York, NY 10001, USA",(917) 391-8587,http://www.kamenyc.com/,"[""Monday: 11:30\u202fAM\u2009\u2013\u20093:30\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 11:30\u202fAM\u2009\u2013\u20093:30\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 11:30\u202fAM\u2009\u2013\u20093:30\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 11:30\u202fAM\u2009\u2013\u20093:30\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Friday: 11:30\u202fAM\u2009\u2013\u20093:30\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20094:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20094:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM""]","[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,,
ChIJHTVTG0VZwokRh2vD-yb-ANs,Happy Tuna Sushi & Crispy Rice,"355 W 36th St, Happy Tuna Storefront, Hudson Yards, New York",40.7545697,-73.9945408,4.7,188,1,"[""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIWcahm7rSdFPqeYUB3ROGCD2QpCMHxCrBYB293N4bRZDlhvL62mlzn5kc_rW86JQ8PaO_8TNkDvoYyIR4FEnJPdc1pNAzcOfqpzyJOFlVwjKqhrtfVze-6Vn6UIaaEi_exy-YT1rAP69aYwSyJGUFaiVzNzRnPjcA7LakovKAqYiFVVPAq4nYelm3eBt5w1prV7xRKk_Xxc6DEWIcliOqzED1fuPftE-m_W_W1XP6Onp05U50lm11irek-MC6Kkja5kzq5HGuzqrHerUib8byULBl1M9cnNRmD4AMG7r_2Lr9WJDY'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,883.6,,,,,,sushi_restaurant,,
ChIJN2FymlNYwokRXXs_qNxlw5U,Gyu-Kaku Japanese BBQ,"321 W 44th St #103, New York",40.7591328,-73.9898984,4.5,2992,2,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",barbecue_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKPX6IaF945Ht5oMFc7d4KT_8Oz4QkcAes3Qc1KgKUQu9Ybzy0kQEujxT3wBrMKale-rOEoj0N-w1AVTh13aEgtIv4-HVoa3aB-Vh4qC8wiI7jpJIR20k-PWcCGlB_AQ3eHYP72ruBoy4pl0l8qiZcGKTSXf--tLlCB2uqucdp3hKgA0Tv7UksrR56cYKFm5O7BX5z3k9UvY0K4mlXT3B1Azg4vF13diZXAosLdtDbuABaDpodKZSnSHnsPOfiTE3pmVQp2Eo8IRXCQwJGauoFHv23QyQhesXfa5eenKn8V1zzNR3o'],"[""barbecue_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,barbecue_restaurant,4500,"321 W 44th St #103, New York, NY 10036, USA",(646) 561-8877,https://www.gyu-kaku.com/times-square/,"[""Monday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]","[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",barbecue_restaurant,,
ChIJx-Yt5lNYwokRzwFhNuRwCwQ,Sake Bar Hagi,"245 W 51st St, New York",40.7627433,-73.9849597,4.4,1002,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJlMYhi5pVGnUmQ71AO-rh90y9vic2P8RTG5C6QzXEacn6XnIjeHkf9kiDbeeEdRS8kF6dfHoN5103rGXd8Q3wLDhX4mymB7kKzm0kUSO0nghqBpSKbkH0SfJpN671B9I5yh2L9kDs3YX1Z7PFmaMEAc2idr5crrd-Gpa0wu6sBRBTMJtMcJTRt8_yDRsDb_YvhWZXiz3VQ2IPLPhHlKLogKBWRNt-gmbA7uasFNWRgyzMFNy5y6FdFqiIbX4JxJsPS0-DiyY0cNxsqGbOFUvXtHbliJdyisKuN4-hsycUU4usjqxI'],"[""ramen_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,ramen_restaurant,4400,,,,,,ramen_restaurant,,
ChIJBYj8OUFZwokR7hltcrTKOCc,Nishida Sho-ten,"302 E 49th St, New York",40.7539898,-73.9687033,4.4,1520,1,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcK2dPLY71JNsmGADxwLGrzJz-eO8Yc5krp_44RdeoeHdx0TN4pmsTNaOWPWJ5sj30dWa0LGogu0EKz2vU1UpMrJ0XDYiIyA1OxFaiZ99y620f792ZsNq9aDPal_tU8xaYT-wciroXjJM9YN9g5waZFtQWz745gcipdbiarSdHLwHUkLduIE4zfjVUp0qoX-Koh0zX9FFNokhDgdc37TLSTbGjQ7IFleNKJ-f9oAPNuhi20tW_y82StK-E8f5iO0cxEZwBwsLp2SNGBU3FxgckJb9yR_RkjxOKDQi9CFHkLJFssxzg8'],"[""ramen_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,ramen_restaurant,4400,,,,,,ramen_restaurant,,
ChIJ62NuGv9YwokRqn6PL48zKcw,Yama Ramen,"60 W 48th St, New York",40.7580781,-73.9807486,4.2,1828,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",ramen_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcK6HBi7zw7uBY02fHl3cDWEr56r4uBTAaHgAiFdiIyyU-y6bOttRB2Q4n0ry3PguaEbbgvbqEKECeHoT0oNHx7k4tJnZGOn-HiWl8MMLuiCYEqNkxxGO_LKkhsCVXYcxIXa55eRzyvAEg-4a5Koin0ggfaR4NfBGV9GXpIwSrnttUp3tcTBCini1Gb0ZKUgb94ko2ftAilwJEJUsHb4gsYQ9vosSN4NHr0-kQJsvxK_OXT7RivIiGXC1vPFuHTDmh6fgM2iHY6ueoEO7EXTP1ntBcf8DLAiVleQ_I0iz8q5GT1YDHI'],"[""ramen_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,ramen_restaurant,4200,,,,,,ramen_restaurant,,
ChIJx5YiiVVYwokRA2SqNtea-38,Sushi By Bou - Times Square NYC @ Sanctuary Hotel,"132 W 47th St, New York",40.7584057,-73.9833062,4.6,764,3,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcLxsS7JvDPF8gQG32I_h6a0jjQUE6oWowSWoYS2dHmKXgqsv5OxYF7MlsOKULwwQqsakR6xfKJVWE6YUdmhput5TY22ueZUO31gUmI5K2BA7KV3dGQZJUYx3OKGnisOp2tDF50Q3ZTu9CNwrzDebHPEWYap9osuMl2ZXFf92DjQ4kjIUldgGBvgFHA4kHVZczNWjHU54Gh1GGr26x-PdWb1u561NbiaA_eVAWAVfbQsB9Z2vBbT8-4QxApATpHlBf5NU9qzbRqtye5TYoTvYIuRgisKl9t1Q_hPZiOjdPnZ7UjDfcA'],"[""sushi_restaurant"", ""japanese_restaurant"", ""seafood_restaurant""]",japanese_restaurant,japanese_restaurant,"sushi_restaurant, seafood_restaurant",3514.4,,,,,,sushi_restaurant, seafood_restaurant,
ChIJl9eh9YtZwokRVPvc9cknpNY,Ai Ki Ya Japanese Restaurant,"41 W 33rd St 1st floor, New York",40.7488071,-73.9869958,4.4,522,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcL9Hy_kUwrF9Ig0ENGpYvtYjUCyYui7OJyplJ5-bHdTYHrfqVjAY-J6WpsvYB_XRgMce7zUBd6ippqM0Y7OFFqp4tX_NX1nvSfPDSZl0gE4n4uPJhHjdKWIuAlx6CMbBR6bOF88bsSegr9sNePfcoVlSxaarsjyVEKfWQWhuf_4zPlM8zBHDnfTEtcjLiiD0aDMBMkF1Exf741LNFxbnsiGNTaLnVXXLOM0ojSAwj-DPacsv-AcqOBH2vLiQ_Uls0DmTByWiUV1b7BEUWBReioKiiNoFAb_7dW2w0icvzMpgo6kr04'],"[""ramen_restaurant"", ""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,"sushi_restaurant, ramen_restaurant",2296.8,,,,,,sushi_restaurant, ramen_restaurant,
ChIJxVVtJ_pYwokRwjrP0SjP1nU,Kiku,"50 W 55th St, New York",40.762334,-73.977098,4.2,300,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcIRCB5EtcoanwJt3k6QMuCOimwSXBgnv-lXF0xL25HESyM8GyvjUDL5htsapu0Jrju2u7IXBrdDaxJW8qsEJhtxUXtA7U9SlzH0fFXoU9k-oqnUW068XB3XjhGCm0wEvUfQxBInuIxeubv05wXg4S-wffqEYxaz6vmu_GB660YnSx63KvOvTT7hETjjvdabMOzYk5dpbn5pMsa85-I4fLGGn3ojvVRfKZPj8bXOgdTiHcYr46saVpNbt1lEGXoJpqtJ-297iwkB_pSz_MX2NI2vvLAAjxB4dgwSGewkhpiUAlSVY9Q'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,1260,,,,,,sushi_restaurant,,
ChIJBchQ93pZwokR5AtYEzo6p1o,Jōji,"1 Vanderbilt Ave, New York",40.7530825,-73.9786543,4.5,91,0,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKVWrnHV4k46CzwFQA98VxVlw9e6gZXQafPvKKtjI0XWxeG2_uIb5PisnvXwWioJESdZqIwno1QgCaUZM072FmR88ywAqt6nti4nX42CsL8pGQhE7e0mqt7avzXglRAE1vJJQvZV4Ex7S_bEuH6x5wzU9EXU6e_gBC_TKE7W1c8YuY4IV6Glg-yl2OqUyZuI2qgdxG_NyNlJGXWpHBZ6O3n3hElRd-dRBDcKVSvFc1EfD_e5lx1oHaWfO-recccpSSKyv8En6pcC8-dx73YN2InTmKjLJXwzfKdfMVesURAn32k-TM'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,409.5,,,,,,,,
ChIJlUslZldYwokRcn6kVUP-9Io,Torishin,"362 W 53rd St, New York",40.7650392,-73.987167,4.5,771,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJ4VookCqWV5bglZhXG1e1sk37Z3w9164dvlzAv2ZZW-7iuRk8_u1_fbQOgiIsyt2H-Bow8d28r8Lr2iKS2fEIT0WUyNUIBLiNhJHrjyHqlrvpIOqcaZr-4ZSehUJcnQz39LWe3wf9nQTU0h5ubCZHK1nf9YetcrrOOAsSnGVk3a6f8G4fO_Jut_nq05WG2dllPzAKmHKEyJO3rqF8p7HBlP3HT3DQSH7QmMR4M8f1IxUEJcXjhJsx85VRaZroyxpbsIV1sErpt7DcYQiSEA8geDgyZR3tBzNwG2AaukBRK0xrkbgg'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,3469.5,,,,,,,,
ChIJWbiHfP5YwokRrASkORRH1fQ,Kurumazushi,"7 E 47th St 2nd Floor, New York",40.7565634,-73.9777607,4.4,172,4,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKuMgmJ09mVna0KrdpAn8yQ4uJBpv6noDktlglyBLrxWNGG1kQ2zagLLYGSJhAeHPFfAvLHEDjwqC18qWEotVNpMmWCBJvmRPhuICxLvDOy12t2JyYa3y5_c74u41bVCz8_vtVcN8umFlfUzAR9MiVuLZafMf3NKlfCu6EcUoIsDETQSqeVitpMbG2HVaSlzuL_LfDHxf0zNLaSnvvpauGdH-3vHVKY94OsF3kJfxxl4A6urr5kGs_pD1DofXfnGI86JCL8nBq9snU7n8aqYgFXurUwYSKM7xuK-GdkQ_jCwlTuemo'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,756.8,,,,,,sushi_restaurant,,
ChIJCzVqColZwokR5O0_2UOsKL8,SourAji West,"177 9th Ave, New York",40.7450569,-74.0027927,4.4,349,0,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",japanese_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJ4XESOcv6A5hSOj8PALe-nWbhzdGsnXSO02KyK1yiyQ1nZ_RynxpGm_2ZJn_uivFGVMoOfF6zcW8x66mc6Tk-hVWTqEWpr_r58IocwyuiqnCE1wcT_8DRh06EvdZDb-fr6SmxyEau7r6NPx3xoF0kw6AWqbYNICUZJypj_Jp_g2_3xt3RLVqTe3xi088yKhVLoWcYKU2eq6VPNsypBuY9Y9_BPwIebgChx6wilbqB4OZLwMyUfCEZTxxtScjaTCgbUbGKaHmh0ForjTpTqH1-BLZs7PAtpJp60gsxjPEb1SMywVRo'],["japanese_restaurant"],japanese_restaurant,japanese_restaurant,,1535.6,,,,,,,,
ChIJZzImfDJZwokR2wXj_es7qTw,Tenzan 52 midtown,"988 2nd Ave, New York",40.7562565,-73.9673092,4.3,75,2,"[""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",sushi_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcLsFdzt8-wK9GFvp6nrN24r7EhxcKDo_7IZO-nYw9kceNqoPQU3MF24EbleCW9fU-nMui5JFsLVp1K4ZVlLdUM907Jngf5dFy3AyvsYzBtCF2PhqCxc8TcclysKM8DH_pHlLEti4EUz8FPaOijTD0MjGeDHKnrOLWAUgpip_ujPksKcZyTfX20ZCJB05GAsdWYh8STxw8IuQ_CSiJFEooJ58l8n_I2cg1HCypzS83uRmQ67lNFkffthuFEc1zOG4Zadp1lNlIAifR4gktxCdg5O6FXCSN8DHUW8CrJFwytcrOqpq7c'],"[""sushi_restaurant"", ""japanese_restaurant""]",japanese_restaurant,japanese_restaurant,sushi_restaurant,322.5,,,,,,sushi_restaurant,,
